"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Body_Ident_Base:1               ","Class","Body_Ident_Base","1.0.0.0","rings","The Body_Ident_Base class provides multiple attributes that can be used to identify a physical object (spacecraft, planet instrument, transmitter, system barycenter, etc.). At least one must be used. ","rings","","","","","","","","","","",""
"rings:Ring_Spectrum:2                  rings:maximum_incidence_angle:1       ","Attribute","maximum_incidence_angle","n/a","rings","The maximum_incidence_angle element provides the largest value during the observation for the incidence angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:emission_angle:1                ","Attribute","emission_angle","n/a","rings","The emission_angle element provides the value of the angle between the surface normal vector at the intercept point and a vector from the intercept point to the spacecraft. The emission_angle varies from 0 degrees when the spacecraft is viewing the subspacecraft point (nadir viewing) to 90 degrees when the intercept is tangent to the surface of the target body. Thus, higher values of emission_angle indicate more oblique viewing of the target. For ring data, values in the range of 90 to 180 degrees indicate viewing on the unlit side from oblique or edge-on at 90 degrees to the unlit nadir at 180 degrees. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_emission_angle:1        ","Attribute","minimum_emission_angle","n/a","rings","The minimum_emission_angle attribute provides the smallest value during the observation for the emission angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_emission_angle:1        ","Attribute","maximum_emission_angle","n/a","rings","The maximum_emission_angle element provides the largest value during the observation for the emission angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Column_Headers:1                ","Class","Column_Headers","1.0.0.0","rings","This class is meant to collect attributes that are intended for use as column headers within data products. These attributes have been defined in this dictionary in order to promote clarity and uniformity, and in turn this class is defined in order to give these attributes a logical home. Because it is not intended for this class to ever be used in a label, its maximum occurrences is set to zero.","rings","","","","","","","","","","",""
"rings:Column_Headers:2                 rings:emission_angle:1                ","Attribute","emission_angle","n/a","rings","The emission_angle element provides the value of the angle between the surface normal vector at the intercept point and a vector from the intercept point to the spacecraft. The emission_angle varies from 0 degrees when the spacecraft is viewing the subspacecraft point (nadir viewing) to 90 degrees when the intercept is tangent to the surface of the target body. Thus, higher values of emission_angle indicate more oblique viewing of the target. For ring data, values in the range of 90 to 180 degrees indicate viewing on the unlit side from oblique or edge-on at 90 degrees to the unlit nadir at 180 degrees. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Column_Headers:2                 rings:observed_event_time:1           ","Attribute","observed_event_time","n/a","rings","observed_event_time indicates the instant at which photons were received at the instrument. As a field in an occultation profile table, it is given in numeric seconds as an offset from the specified UTC reference time. The reference time is preferably the start of a day. In a label the corresponding time interval end point values are given by the required start_date_time_utc and stop_date_time_utc attributes in the Time_Coordinates class. At least one of either observed_event_time or observed_event_tdb, must be a table field for occultation data. Both may be used. observed_event_time is equivalent to spacecraft_event_time for spacecraft data and to earth_received_time for Earth-based data. It is always the photon arrival time, so in this regard we treat typical spacecraft radio occultation data as Earth-based, referring to the time at the DSN receiving station. For an uplink radio occultation, this is the spacecraft event time. Note: For occultation data, PDS prefers year-month-day format for dates rather than year plus day-of-year format. However, either format is permitted. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Column_Headers:2                 rings:observed_event_tdb:1            ","Attribute","observed_event_tdb","n/a","rings","observed_event_tdb indicates the instant at which photons were received at the instrument. It is represented in the 'Barycentric Dynamical Time' system, as a number of elapsed seconds since the J2000 epoch. This is consistent with the definition of 'ephemeris time' as used in the SPICE toolkit. In a label the corresponding values are given by the optional start_observed_event_tdb and stop_observed_event_tdb attributes. At least one of either observed_event_time or observed_event_tdb, must be a table field for occultation data. Both may be used. observed_event_time is equivalent to spacecraft_event_time for spacecraft data and to earth_received_time for Earth-based data. It is always the photon arrival time, so in this regard we treat typical spacecraft radio occultation data as Earth-based, referring to the time at the DSN receiving station. For an uplink radio occultation, this is the spacecraft event time. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Column_Headers:2                 rings:observed_event_time_utc:1       ","Attribute","observed_event_time_utc","n/a","rings","This attribute is intended to be used as a column in a table. observed_event_time_utc indicates the UTC time corresponding to the instant at which photons were received at the instrument. In a label the corresponding values may be given by the optional start_observed_event_utc and stop_observed_event_utc attributes (or the corresponding values using Barycentric Dynamical Time, _tdb). At least one of either observed_event_time_utc or observed_event_tdb, must be a table field for occultation data. Both may be used. observed_event_time is equivalent to spacecraft_event_time for spacecraft data and to earth_received_time for Earth-based data. It is always the photon arrival time, so in this regard we treat typical spacecraft radio occultation data as Earth-based, referring to the time at the DSN receiving station. For an uplink radio occultation, this is the spacecraft event time. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Column_Headers:2                 rings:spacecraft_event_time:1         ","Attribute","spacecraft_event_time","n/a","rings","spacecraft_event_time indicates the instant at which an event occurred at the spacecraft, e.g., the arrival or departure of a photon. Required table field for radio occultation data, but not used in stellar occultation data. The time is given in numeric seconds as an offset from the specified UTC reference time. The reference time is preferably the start of a day, and is required to be given in the label using the attribute reference_time_utc. Additionally, in radio occultation labels the corresponding time interval end point values are given by the required start_spacecraft_event_time_utc and stop_spacecraft_event_time_utc attributes. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Column_Headers:2                 rings:earth_received_time:1           ","Attribute","earth_received_time","n/a","rings","earth_received_time provides the time at which telemetry or other photons were received on Earth. Intended to be used as a table field which is optional for stellar occultations, and is not used for radio occultation data (one of either observed_event_time or observed_event_tdb is used instead). earth_received_time is given in numeric seconds as an offset from the specified UTC reference time. The reference time is preferably the start of a day, and is required to be given in the label using the attribute reference_time_utc. This is equivalent to OBSERVED_EVENT_TIME for radio occultations. It is an optional table field for stellar occultations and is not used for radio occultations. When earth_received_time is used, the attribute reference_time_utc is required in the label. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Column_Headers:2                 rings:ring_event_time:1               ","Attribute","ring_event_time","n/a","rings","ring_event_time indicates the instant at which photons associated with a particular ring observation intercepted the ring plane. This time is earlier than the associated observed_event_time by an amount equal to the light travel time. ring_event_time is a required table field for ring occultation data. The time is given in numeric seconds as an offset from the specified UTC reference time. The reference time is preferably the start of a day, and is required to be given in the label using the attribute reference_time_utc. One of ring_event_time or ring_event_tdb is a required table field for all ring occultations. One of ring_event_time or ring_event_tdb is a required table field for all ring occultations. Both may be used. If ring_event_time is used, the attribute reference_time_utc is required in the label. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
